Activity Type,Date,Time_Of_Day,Country,State,Environment,Title,Distance (Km),Calories,Duration,Avg HR
Walking,3/4/2021,1:05:15 PM,USA,Texas,Outdoor,McKinney Walking,2.18,201,0:31:03,111
Running,3/3/2021,10:41:28 AM,USA,Texas,Outdoor,McKinney - Negative Split Run,9.66,822,1:12:37,143
Running,3/2/2021,9:25:50 PM,USA,Texas,Outdoor,McKinney - Pace Run,3.22,299,0:22:11,150
Running,2/28/2021,7:44:19 PM,USA,Texas,Outdoor,McKinney - Easy Run,4.83,466,0:31:50,155
Walking,2/26/2021,4:48:26 PM,USA,Texas,Outdoor,McKinney Walking,1.7,143,0:21:17,110
Running,2/26/2021,4:36:59 PM,USA,Texas,Outdoor,McKinney - Tired Run,1.61,145,09:36.4,156
Running,2/24/2021,11:05:13 AM,USA,Texas,Outdoor,McKinney - Negative Split Run,6.44,591,0:49:45,146
Walking,2/24/2021,10:54:22 AM,USA,Texas,Outdoor,McKinney Walking,0.54,44,07:20.3,98
Yoga,2/23/2021,1:40:14 PM,USA,Texas,Indoor,Yoga,--,100,1:00:04,68
Running,2/23/2021,9:46:08 AM,USA,Texas,Outdoor,Frisco - Cadence Drills,3.22,312,0:22:42,152
Walking,2/23/2021,9:25:28 AM,USA,Texas,Outdoor,McKinney Walking,1.63,129,0:19:56,90
Breathwork,2/22/2021,8:12:37 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,70
Walking,2/22/2021,1:29:18 PM,USA,Texas,Outdoor,McKinney Walking,6.2,515,1:08:03,107
Breathwork,2/21/2021,12:46:19 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,80
Walking,2/21/2021,10:55:09 AM,USA,Texas,Outdoor,McKinney Walking,0.49,47,06:40.5,109
Running,2/21/2021,10:19:34 AM,USA,Texas,Outdoor,McKinney - Easy Run,4.83,446,0:34:14,145
Breathwork,2/13/2021,8:27:29 AM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,69
Breathwork,2/12/2021,10:46:11 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,72
Running,2/12/2021,11:31:33 AM,USA,Texas,Outdoor,McKinney - Tired Run,1.61,139,09:06.6,160
Breathwork,2/12/2021,12:06:22 AM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,64
Running,2/10/2021,12:06:47 PM,USA,Texas,Outdoor,McKinney - Negative Split Run,8.05,732,0:56:53,151
Breathwork,2/9/2021,9:08:41 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:54,70
Walking,2/9/2021,9:31:46 AM,USA,Texas,Outdoor,McKinney Walking,2.04,168,0:21:30,118
Running,2/9/2021,9:08:13 AM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.22,308,0:22:24,153
Walking,2/7/2021,9:22:24 AM,USA,Texas,Outdoor,McKinney Walking,0.92,106,0:17:11,119
Running,2/7/2021,8:44:54 AM,USA,Texas,Outdoor,McKinney Running,5.04,498,0:33:31,160
Running,2/5/2021,10:46:43 PM,USA,Texas,Outdoor,McKinney Running,0.23,38,05:24.6,--
Walking,2/5/2021,1:42:11 PM,USA,Texas,Outdoor,McKinney Walking,3.81,314,0:44:15,109
Running,2/5/2021,1:25:35 PM,USA,Texas,Outdoor,McKinney - Tired Run,1.61,154,0:13:07,142
Running,2/4/2021,2:37:32 PM,USA,Texas,Outdoor,Running,0.21,23,04:52.5,--
Running,2/4/2021,2:22:19 PM,USA,Texas,Outdoor,Running,0.7,75,06:44.8,--
Running,2/3/2021,6:29:13 PM,USA,Texas,Outdoor,McKinney - Negative Split Run,6.44,624,0:47:19,153
Running,2/2/2021,9:44:11 PM,USA,Texas,Outdoor,McKinney Running,0.72,68,05:32.8,--
Walking,2/2/2021,12:19:15 PM,USA,Texas,Outdoor,McKinney Walking,2.56,209,0:30:04,112
Running,2/2/2021,11:55:33 AM,USA,Texas,Outdoor,McKinney - Easy Run,3.22,306,0:19:15,162
Walking,1/31/2021,9:16:24 AM,USA,Texas,Outdoor,Frisco Walking,2.9,244,0:30:17,116
Running,1/31/2021,9:05:05 AM,USA,Texas,Outdoor,McKinney - Benchmark Run,1.31,112,0:09:00,135
Breathwork,1/28/2021,11:22:19 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,62
Walking,1/28/2021,10:38:39 AM,USA,Texas,Outdoor,McKinney Walking,5.55,474,1:04:56,109
Walking,1/27/2021,1:01:17 PM,USA,Texas,Outdoor,McKinney Walking,1.76,147,0:20:49,116
Running,1/27/2021,12:30:22 PM,USA,Texas,Outdoor,McKinney - Pre-Race Workout,4.19,359,0:30:00,138
Walking,1/26/2021,1:59:22 PM,USA,Texas,Outdoor,McKinney Walking,3.6,289,0:42:26,110
Running,1/25/2021,12:14:31 PM,USA,Texas,Outdoor,McKinney - Pre-Race Workout,4.04,389,0:30:00,147
Breathwork,1/24/2021,8:14:11 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,63
Running,1/24/2021,6:10:18 PM,USA,Texas,Outdoor,Running,0.32,32,05:53.8,--
Breathwork,1/24/2021,8:40:56 AM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,65
Running,1/22/2021,10:42:50 AM,USA,Texas,Outdoor,McKinney - Run,3.71,332,0:30:00,135
Breathwork,1/21/2021,8:30:01 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,61
Walking,1/20/2021,1:41:32 PM,USA,Texas,Outdoor,McKinney Walking,0.42,40,05:57.8,111
Running,1/20/2021,1:14:58 PM,USA,Texas,Outdoor,McKinney - Run,3.45,304,0:25:00,142
Running,1/19/2021,12:10:14 PM,USA,Texas,Outdoor,McKinney Running,8.44,818,1:00:09,156
Running,1/18/2021,2:16:26 PM,USA,Texas,Outdoor,McKinney - Run,4.81,412,0:50:00,120
Breathwork,1/17/2021,9:17:48 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,76
Cycling,1/17/2021,12:14:47 PM,USA,Texas,Outdoor,Plano Cycling,56.93,"1,259",2:11:35,151
Breathwork,1/16/2021,9:37:40 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,76
Breathwork,1/15/2021,8:14:28 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,69
Breathwork,1/14/2021,8:45:27 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,64
Yoga,1/14/2021,8:27:42 PM,USA,Texas,Indoor,Yoga,--,16,0:10:03,62
Breathwork,1/14/2021,8:03:33 PM,USA,Texas,Indoor,Relax and Focus,--,--,06:26.0,65
Running,1/13/2021,12:12:02 PM,USA,Texas,Outdoor,McKinney - Run,3.53,333,0:30:00,142
Breathwork,1/12/2021,8:26:49 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,63
Running,1/11/2021,12:24:55 PM,USA,Texas,Outdoor,McKinney - Run,6.7,624,0:50:00,144
Running,1/8/2021,3:55:40 PM,USA,Texas,Outdoor,McKinney - Run,4.23,389,0:30:00,144
Running,1/6/2021,1:52:04 PM,USA,Texas,Outdoor,McKinney - Run,3.64,321,0:30:00,130
Running,1/5/2021,10:47:14 AM,USA,Texas,Outdoor,McKinney - Run,6.44,606,0:50:00,144
Walking,1/4/2021,1:35:56 PM,USA,Texas,Outdoor,McKinney Walking,4.68,384,1:00:23,109
Walking,1/3/2021,12:32:08 PM,USA,Texas,Outdoor,McKinney Walking,0.29,41,07:44.5,99
Walking,1/3/2021,12:21:10 PM,USA,Texas,Outdoor,McKinney Walking,0.67,48,09:38.1,--
Walking,1/2/2021,2:18:01 PM,USA,Texas,Outdoor,McKinney Walking,1.49,123,0:23:14,91
Running,1/1/2021,2:04:56 PM,USA,Texas,Outdoor,McKinney - Run,3.89,356,0:30:00,138
Walking,12/28/2020,4:49:56 PM,USA,Texas,Outdoor,McKinney Walking,0.65,77,0:12:39,107
Running,12/28/2020,4:08:06 PM,USA,Texas,Outdoor,McKinney - Run,5.71,549,0:40:00,151
Running,12/27/2020,8:23:17 AM,USA,Texas,Outdoor,McKinney Running,5.39,477,0:41:47,137
Cardio,12/26/2020,9:34:00 AM,USA,Texas,Indoor,Cardio,0,623,1:06:13,132
Running,12/24/2020,12:21:50 PM,USA,Texas,Outdoor,McKinney Running,10.47,936,1:20:24,139
Walking,12/22/2020,4:01:58 PM,USA,Texas,Outdoor,Frisco Walking,0.74,68,0:13:06,97
Running,12/22/2020,1:19:34 PM,USA,Texas,Outdoor,McKinney Running,2.42,198,0:20:29,129
Running,12/22/2020,1:09:05 PM,USA,Texas,Outdoor,McKinney - Benchmark Run,1.42,120,09:08.9,147
Walking,12/18/2020,5:21:45 PM,USA,Texas,Outdoor,Walking,0.13,44,07:46.7,99
Walking,12/18/2020,3:37:00 PM,USA,Texas,Outdoor,Walking,0.23,80,0:15:28,95
Running,12/17/2020,11:11:27 AM,USA,Texas,Outdoor,McKinney - Run,3.32,314,0:25:00,143
Walking,12/15/2020,10:20:54 AM,USA,Texas,Outdoor,McKinney Walking,5.87,501,1:01:30,112
Walking,12/14/2020,12:56:09 PM,USA,Texas,Outdoor,McKinney Walking,0.78,62,09:40.7,105
Running,12/14/2020,12:17:15 PM,USA,Texas,Outdoor,Frisco - Run,4.03,382,0:30:00,144
Walking,12/14/2020,11:41:53 AM,USA,Texas,Outdoor,McKinney Walking,3.05,255,0:32:40,99
Cycling,12/10/2020,11:44:04 AM,USA,Texas,Outdoor,McKinney Cycling,31.62,866,1:06:47,161
Running,12/9/2020,2:07:35 PM,USA,Texas,Outdoor,McKinney - Run,3.69,342,0:25:00,146
Running,12/7/2020,9:49:19 AM,USA,Texas,Outdoor,McKinney - Run,3.43,342,0:25:00,153
Running,12/4/2020,11:28:26 AM,USA,Texas,Outdoor,McKinney - Run,3.29,301,0:25:00,139
Running,11/30/2020,1:35:42 PM,USA,Texas,Outdoor,McKinney - Run,3.13,269,0:25:00,128
Cycling,11/21/2020,7:38:22 AM,USA,Texas,Outdoor,Frisco Cycling,85.19,"1,891",2:50:19,157
Running,11/20/2020,11:59:12 AM,USA,Texas,Outdoor,McKinney - Run,2.76,256,0:25:00,121
Running,11/18/2020,11:39:28 AM,USA,Texas,Outdoor,McKinney - Run,2.2,207,0:20:00,128
Running,11/16/2020,11:10:56 AM,USA,Texas,Outdoor,McKinney - Benchmark Run,1.08,92,0:09:00,116
Cycling,11/15/2020,8:15:48 AM,USA,Texas,Outdoor,McKinney Cycling,41.67,"1,109",1:30:26,144
Running,11/13/2020,11:30:31 AM,USA,Texas,Outdoor,McKinney - Negative Split Run,9.66,"1,021",1:12:49,158
Running,11/11/2020,2:24:16 PM,USA,Texas,Outdoor,McKinney - Pace Run,4.83,431,0:30:43,151
Running,11/10/2020,11:12:52 AM,USA,Texas,Outdoor,McKinney - Easy Run,3.22,279,0:22:04,139
Cycling,11/8/2020,7:34:03 AM,USA,Texas,Outdoor,Denton County Cycling,64.52,"1,628",2:12:48,146
Running,11/6/2020,12:52:39 PM,USA,Texas,Outdoor,McKinney - Negative Split Run,9.66,948,1:09:36,155
Running,11/4/2020,1:12:03 PM,USA,Texas,Outdoor,McKinney - Pace Run,4.83,432,0:33:18,146
Running,11/3/2020,11:59:15 AM,USA,Texas,Outdoor,McKinney - Easy Run,3.22,288,0:20:53,145
Running,10/31/2020,2:02:09 PM,USA,Texas,Outdoor,Running,0.55,59,05:24.6,--
Running,10/31/2020,1:55:00 PM,USA,Texas,Outdoor,McKinney Running,0.56,60,06:14.8,--
Walking,10/30/2020,12:15:55 PM,USA,Texas,Outdoor,McKinney Walking,0.4,52,07:43.0,119
Running,10/30/2020,11:12:02 AM,USA,Texas,Outdoor,McKinney - Negative Split Run,8.05,771,1:01:24,150
Running,10/29/2020,8:21:34 PM,USA,Texas,Outdoor,McKinney Running,0.09,21,03:21.3,128
Running,10/29/2020,7:38:15 PM,USA,Texas,Outdoor,Running,0.52,48,05:04.5,133
Walking,10/29/2020,11:01:06 AM,USA,Texas,Outdoor,McKinney Walking,6.77,557,1:09:34,115
Running,10/28/2020,11:19:59 AM,USA,Texas,Outdoor,McKinney - Pace Run,4.83,495,0:31:29,172
Running,10/27/2020,11:52:51 AM,USA,Texas,Outdoor,McKinney - Easy Run,1.61,132,09:46.3,142
Walking,10/24/2020,2:31:59 PM,USA,Texas,Outdoor,McKinney Walking,4.68,437,1:19:29,103
Running,10/23/2020,1:35:16 PM,USA,Texas,Outdoor,McKinney - Negative Split Run,6.44,598,0:45:33,150
Cycling,10/22/2020,11:15:20 AM,USA,Texas,Outdoor,McKinney Cycling,29.44,919,1:02:41,155
Running,10/21/2020,12:00:05 PM,USA,Texas,Outdoor,McKinney - Pace Run,4.83,420,0:35:28,139
Running,10/20/2020,11:29:06 AM,USA,Texas,Outdoor,Easy Run,3.22,280,0:24:57,129
Cycling,10/18/2020,6:17:08 AM,USA,Texas,Outdoor,McKinney Cycling,75.85,"1,921",2:39:10,145
Cardio,10/17/2020,2:43:04 PM,USA,Texas,Indoor,Cardio,0,382,1:46:47,86
Walking,10/16/2020,1:18:09 PM,USA,Texas,Outdoor,McKinney Walking,0.95,76,0:11:39,117
Running,10/16/2020,12:14:05 PM,USA,Texas,Outdoor,McKinney - Negative Split Run,8.05,678,1:02:39,141
Cycling,10/15/2020,12:02:48 PM,USA,Texas,Outdoor,McKinney Cycling,33.72,"1,081",1:11:51,156
Running,10/14/2020,11:02:56 AM,USA,Texas,Outdoor,McKinney - Pace Run,3.22,282,0:23:50,142
Running,10/13/2020,12:42:55 PM,USA,Texas,Outdoor,McKinney - Easy Run,4.83,383,0:37:29,134
Running,10/11/2020,1:56:13 PM,USA,Texas,Outdoor,McKinney - Hill Repeats,3.05,228,0:27:47,120
Cycling,10/10/2020,6:52:01 AM,USA,Texas,Outdoor,Plano Cycling,87.62,"2,097",3:15:34,140
Running,10/9/2020,10:38:11 AM,USA,Texas,Outdoor,McKinney - Negative Split Run,8.05,749,1:02:10,140
Walking,10/8/2020,6:32:34 PM,USA,Texas,Outdoor,McKinney Walking,0.5,60,0:10:34,93
Running,10/8/2020,11:13:11 AM,USA,Texas,Outdoor,McKinney Running,8.29,728,1:16:01,116
Running,10/6/2020,8:08:43 PM,USA,Texas,Outdoor,McKinney - Easy Run,4.83,494,0:38:58,146
Walking,10/3/2020,7:53:42 PM,USA,Texas,Outdoor,Lewisville Walking,0.41,75,0:11:05,103
Cycling,10/3/2020,7:31:07 AM,USA,Texas,Outdoor,McKinney Cycling,101.95,"2,562",3:39:03,148
Walking,10/2/2020,1:27:16 PM,USA,Texas,Outdoor,Plano Walking,0.31,50,07:42.7,108
Running,10/2/2020,9:11:42 AM,USA,Texas,Outdoor,McKinney - Negative Split Run,6.44,604,0:45:10,145
Running,9/30/2020,1:00:30 PM,USA,Texas,Outdoor,McKinney - Pace Run,3.22,306,0:21:28,148
Running,9/29/2020,11:38:27 AM,USA,Texas,Outdoor,McKinney - Easy Run,3.22,314,0:23:48,138
Running,9/27/2020,7:40:12 PM,USA,Texas,Outdoor,McKinney - Negative Split Run,4.83,501,0:33:46,158
Walking,9/27/2020,8:37:51 AM,USA,Texas,Outdoor,McKinney Walking,6.08,523,1:20:50,104
Cycling,9/26/2020,6:40:05 AM,USA,Texas,Outdoor,McKinney Cycling,82.9,"4,062",3:19:33,--
Cardio,9/25/2020,5:04:58 PM,USA,Texas,Indoor,Cardio,0,352,0:31:08,130
Walking,9/24/2020,6:28:11 PM,USA,Texas,Outdoor,McKinney Walking,0.52,78,0:12:45,96
Running,9/24/2020,2:17:42 PM,USA,Texas,Outdoor,McKinney - Easy Run,4.83,484,0:39:45,139
Running,9/22/2020,8:30:55 AM,USA,Texas,Outdoor,McKinney - Easy Run,3.22,286,0:23:11,133
Running,9/21/2020,8:56:07 AM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.22,285,0:23:54,127
Pool Swim,9/19/2020,1:54:45 PM,USA,Texas,Outdoor,Pool Swimming,--,--,01:12.8,84
Running,9/19/2020,10:34:50 AM,USA,Texas,Outdoor,Denton County - Negative Split Run,5.46,530,0:35:52,157
Cycling,9/19/2020,9:36:05 AM,USA,Texas,Outdoor,Denton County Cycling,23.16,537,0:45:26,153
Running,9/18/2020,1:22:24 PM,USA,Texas,Outdoor,McKinney - Easy Run,4.83,460,0:39:44,139
Cycling,9/17/2020,9:18:21 AM,USA,Texas,Outdoor,McKinney Cycling,33.16,"1,015",1:08:13,156
Walking,9/17/2020,7:42:43 AM,USA,Texas,Outdoor,McKinney Walking,0.88,75,0:14:43,98
Walking,9/16/2020,11:55:04 AM,USA,Texas,Outdoor,McKinney Walking,1,80,0:12:15,104
Running,9/16/2020,11:37:18 AM,USA,Texas,Outdoor,McKinney - Easy Run,1.61,151,0:12:54,133
Cycling,9/15/2020,11:56:13 AM,USA,Texas,Outdoor,McKinney Cycling,18.56,374,0:57:10,110
Running,9/14/2020,12:54:09 PM,USA,Texas,Outdoor,McKinney - Negative Split Run,4.83,501,0:36:51,157
Running,9/14/2020,12:25:08 PM,USA,Texas,Outdoor,McKinney - Easy Run,3.22,315,0:25:36,142
Walking,9/13/2020,9:02:01 AM,USA,Texas,Outdoor,McKinney Walking,6.2,555,1:28:17,109
Walking,9/12/2020,2:28:13 PM,USA,Texas,Outdoor,McKinney Walking,0.77,82,0:14:52,95
Cycling,9/12/2020,6:37:36 AM,USA,Texas,Outdoor,Denton County Cycling,60.63,"1,522",2:05:12,144
Running,9/10/2020,9:16:42 AM,USA,Texas,Outdoor,McKinney - Easy Run,3.22,300,0:24:24,126
Walking,9/9/2020,12:26:40 PM,USA,Texas,Outdoor,McKinney Walking,1,99,0:14:43,109
Running,9/9/2020,12:10:46 PM,USA,Texas,Outdoor,McKinney - Easy Run,1.61,150,0:14:57,132
Running,9/7/2020,6:45:44 PM,USA,Texas,Outdoor,McKinney - Benchmark Run,1.18,101,0:09:00,119
Cycling,9/6/2020,6:19:49 AM,USA,Texas,Outdoor,McKinney Cycling,78.76,"1,812",3:16:52,131
Running,9/5/2020,11:29:34 AM,USA,Texas,Outdoor,McKinney - 5K Race,5,522,0:38:14,153
Cardio,9/5/2020,9:48:57 AM,USA,Texas,Indoor,Cardio,0,543,1:01:31,115
Cycling,9/3/2020,12:12:09 PM,USA,Texas,Outdoor,McKinney Cycling,26.19,780,0:50:24,160
Running,9/2/2020,6:27:21 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,2.8,242,0:29:05,116
Running,8/31/2020,3:09:44 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.59,331,0:29:14,133
Cycling,8/30/2020,12:48:12 PM,USA,Texas,Outdoor,McKinney Cycling,38.05,"1,229",1:18:24,162
Walking,8/30/2020,10:54:26 AM,USA,Texas,Outdoor,Frisco Walking,0.62,64,0:11:55,84
Cardio,8/29/2020,8:22:48 AM,USA,Texas,Indoor,Cardio,0,955,1:51:07,120
Walking,8/28/2020,1:23:27 PM,USA,Texas,Outdoor,McKinney Walking,0.36,94,08:04.9,152
Running,8/28/2020,12:25:48 PM,USA,Texas,Outdoor,McKinney - Run Walk Run®,6.68,771,0:56:20,147
Walking,8/27/2020,8:13:58 AM,USA,Texas,Outdoor,McKinney Walking,4.05,337,0:49:19,102
Running,8/27/2020,7:55:19 AM,USA,Texas,Outdoor,McKinney - Cadence Drills,1.54,132,0:16:59,104
Cycling,8/26/2020,12:15:25 PM,USA,Texas,Outdoor,McKinney Cycling,32.89,"1,068",1:11:21,158
Walking,8/26/2020,8:29:18 AM,USA,Texas,Outdoor,McKinney Walking,3.02,266,0:42:04,102
Running,8/24/2020,8:53:05 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.36,303,0:29:06,129
Cycling,8/23/2020,6:17:59 AM,USA,Texas,Outdoor,McKinney Cycling,68.78,"2,254",2:44:00,153
Running,8/22/2020,12:44:30 PM,USA,Texas,Outdoor,McKinney - Run Walk Run®,5.12,565,0:42:24,144
Cycling,8/19/2020,8:03:55 PM,USA,Texas,Outdoor,McKinney Cycling,28.77,870,0:58:26,156
Running,8/19/2020,12:44:21 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.42,329,0:29:04,127
Walking,8/17/2020,8:11:13 AM,USA,Texas,Outdoor,McKinney Walking,2.24,188,0:24:48,110
Running,8/17/2020,7:31:15 AM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.02,286,0:29:04,116
Cycling,8/16/2020,6:42:06 AM,USA,Texas,Outdoor,Denton County Cycling,55.82,"1,544",2:06:41,144
Walking,8/15/2020,8:50:17 AM,USA,Texas,Outdoor,McKinney Walking,7.43,642,1:40:51,106
Breathwork,8/13/2020,9:41:36 PM,USA,Texas,Indoor,Relax and Focus,--,--,00:30.6,79
Walking,8/12/2020,4:29:32 PM,USA,Florida,Outdoor,Destin Walking,0.19,40,04:45.4,110
Walking,8/9/2020,8:44:31 AM,USA,Texas,Outdoor,Walking,0.27,83,08:18.8,118
Running,8/7/2020,8:07:01 AM,USA,Texas,Outdoor,McKinney - Run Walk Run®,5.84,584,0:47:19,137
Walking,8/6/2020,11:52:23 AM,USA,Texas,Outdoor,Walking,0,--,00:03.3,77
Walking,8/6/2020,7:39:54 AM,USA,Texas,Outdoor,McKinney Walking,6.49,561,1:13:02,118
Walking,8/5/2020,7:35:24 AM,USA,Texas,Outdoor,McKinney Walking,0.84,71,09:51.2,108
Running,8/5/2020,7:00:07 AM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.29,289,0:29:03,115
Walking,8/4/2020,7:28:55 AM,USA,Texas,Outdoor,McKinney Walking,5.89,491,1:08:39,108
Walking,8/3/2020,8:44:03 PM,USA,Texas,Outdoor,McKinney Walking,0.34,45,08:31.4,93
Running,8/3/2020,8:13:43 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.22,291,0:29:04,118
Walking,8/2/2020,3:58:38 PM,USA,Texas,Outdoor,McKinney Walking,0.55,73,0:11:49,100
Cycling,8/2/2020,6:29:38 AM,USA,Texas,Outdoor,McKinney Cycling,57.2,"1,292",2:18:46,132
Strength,8/1/2020,9:18:52 AM,USA,Texas,Outdoor,Strength,0,3,00:20.5,119
Running,7/31/2020,3:20:56 PM,USA,Texas,Outdoor,McKinney - Magic Half-Mile,3.94,350,0:33:52,124
Cycling,7/30/2020,6:24:10 AM,USA,Texas,Outdoor,McKinney Cycling,33.89,868,1:20:56,133
Walking,7/29/2020,8:57:17 PM,USA,Texas,Outdoor,McKinney Walking,1.26,130,0:20:32,107
Running,7/29/2020,8:26:21 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.04,277,0:29:07,119
Walking,7/29/2020,7:40:28 AM,USA,Texas,Outdoor,McKinney Walking,3.09,266,0:46:06,98
Walking,7/28/2020,8:24:05 PM,USA,Texas,Outdoor,McKinney Walking,5.27,458,1:01:55,114
Running,7/27/2020,7:44:54 AM,USA,Texas,Outdoor,McKinney - Cadence Drills,2.69,246,0:30:27,114
Cycling,7/26/2020,6:16:55 AM,USA,Texas,Outdoor,McKinney Cycling,57.03,"1,331",2:21:53,132
Running,7/24/2020,8:16:20 PM,USA,Texas,Outdoor,McKinney - Run Walk Run®,4.64,471,0:43:54,130
Walking,7/23/2020,7:41:05 AM,USA,Texas,Outdoor,McKinney Walking,3.43,292,0:51:37,99
Cycling,7/22/2020,8:19:05 PM,USA,Texas,Outdoor,McKinney Cycling,66.96,"1,901",2:29:33,150
Running,7/22/2020,7:38:16 AM,USA,Texas,Outdoor,McKinney - Cadence Drills,2.65,229,0:29:13,107
Walking,7/21/2020,7:40:02 AM,USA,Texas,Outdoor,McKinney Walking,4.01,363,1:00:04,107
Running,7/20/2020,9:14:27 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,3,285,0:29:06,123
Cycling,7/19/2020,5:44:58 AM,USA,Texas,Outdoor,McKinney Cycling,68.11,"1,686",2:41:53,137
Walking,7/18/2020,9:43:33 AM,USA,Texas,Outdoor,McKinney Walking,2.98,257,0:40:33,107
Walking,7/17/2020,8:28:18 PM,USA,Texas,Outdoor,McKinney Walking,0.69,73,0:10:46,110
Running,7/17/2020,8:05:48 PM,USA,Texas,Outdoor,McKinney - Run Walk Run®,2.02,196,0:17:40,125
Walking,7/17/2020,7:47:26 AM,USA,Texas,Outdoor,McKinney Walking,2.3,223,0:32:17,112
Cycling,7/16/2020,8:37:58 PM,USA,Texas,Outdoor,McKinney Cycling,36.28,"1,111",1:16:26,154
Walking,7/16/2020,7:46:04 AM,USA,Texas,Outdoor,McKinney Walking,3.73,303,0:55:26,96
Walking,7/15/2020,9:17:26 PM,USA,Texas,Outdoor,McKinney Walking,0.53,47,07:17.4,103
Running,7/15/2020,8:50:49 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,2.5,223,0:25:13,112
Walking,7/15/2020,7:56:14 AM,USA,Texas,Outdoor,McKinney Walking,3.72,317,0:56:19,99
Cycling,7/14/2020,6:02:36 AM,USA,Texas,Outdoor,McKinney Cycling,57.06,"1,473",2:11:30,142
Walking,7/13/2020,7:34:49 AM,USA,Texas,Outdoor,McKinney Walking,2.02,171,0:30:16,104
Walking,7/12/2020,9:09:02 AM,USA,Texas,Outdoor,McKinney Walking,0.27,41,07:38.9,90
Walking,7/11/2020,8:34:58 AM,USA,Texas,Outdoor,McKinney Walking,0.13,32,02:28.8,129
Cycling,7/11/2020,5:50:58 AM,USA,Texas,Outdoor,McKinney Cycling,41.91,"1,281",1:29:21,154
Running,7/10/2020,8:34:19 PM,USA,Texas,Outdoor,McKinney - Run Walk Run®,3.52,358,0:34:21,122
Running,7/9/2020,9:06:42 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,2.59,244,0:25:03,118
Walking,7/9/2020,7:11:37 AM,USA,Texas,Outdoor,McKinney Walking,4.6,483,1:27:52,103
Cycling,7/8/2020,5:59:08 AM,USA,Texas,Outdoor,McKinney Cycling,57.68,"1,753",2:05:37,153
Cycling,7/8/2020,5:57:16 AM,USA,Texas,Outdoor,McKinney Cycling,58.49,"1,926",2:08:29,152
Running,7/7/2020,8:20:01 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,2.78,265,0:26:48,120
Walking,7/7/2020,7:57:02 AM,USA,Texas,Outdoor,McKinney Walking,4.16,394,1:00:21,108
Pool Swim,7/4/2020,2:01:50 PM,USA,Texas,Indoor,Pool Swimming,25,8,00:29.4,64
Walking,7/3/2020,9:15:12 PM,USA,Texas,Outdoor,McKinney Walking,0.3,70,09:35.3,105
Running,7/3/2020,8:46:12 PM,USA,Texas,Outdoor,McKinney - Run Walk Run®,2.63,253,0:26:39,120
Cycling,7/2/2020,6:01:05 AM,USA,Texas,Outdoor,McKinney Cycling,67.84,"1,615",2:37:41,143
Running,7/1/2020,8:45:16 AM,USA,Texas,Outdoor,McKinney - Cadence Drills,1.91,161,0:22:02,106
Running,6/29/2020,9:07:35 PM,USA,Texas,Outdoor,McKinney Running,1.5,308,0:11:52,148
Running,6/29/2020,8:42:10 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,2.52,213,0:23:47,123
Cycling,6/28/2020,6:11:35 AM,USA,Texas,Outdoor,McKinney Cycling,70.19,"2,029",2:54:47,150
Walking,6/27/2020,1:19:40 PM,USA,Texas,Outdoor,McKinney Walking,0.56,78,09:43.3,112
Running,6/27/2020,12:53:04 PM,USA,Texas,Outdoor,McKinney - Run Walk Run®,2.71,236,0:25:08,122
Walking,6/25/2020,8:34:19 PM,USA,Texas,Outdoor,Frisco Walking,1.67,144,0:23:40,105
Running,6/25/2020,8:28:48 PM,USA,Texas,Outdoor,Frisco Running,0.36,35,02:17.9,151
Walking,6/25/2020,8:16:56 PM,USA,Texas,Outdoor,McKinney Walking,0.87,73,0:11:18,109
